"","Kingdom","Phylum","Class","Order","Family","Genus","Species","Strain"
"Bacteria_Firmicutes_Clostridia_Oscillospirales_Ruminococcaceae_Phocea_NA","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Phocea","NA",""
"Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Muribaculaceae_NA_NA.419","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","NA","NA.419",""
"Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_NA_NA.12","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","NA","NA.12",""
"Bacteria_Firmicutes_Clostridia_Clostridia UCG-014_NA_NA_NA.646","Bacteria","Firmicutes","Clostridia","Clostridia UCG-014","NA","NA","NA.646",""
"Bacteria_Firmicutes_Clostridia_Oscillospirales_Oscillospiraceae_UCG-005_NA.237","Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","UCG-005","NA.237",""
"Bacteria_Firmicutes_Clostridia_Oscillospirales_UCG-010_NA_NA.218","Bacteria","Firmicutes","Clostridia","Oscillospirales","UCG-010","NA","NA.218",""
"Bacteria_Firmicutes_Clostridia_Oscillospirales_Ruminococcaceae_Subdoligranulum_NA.99","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Subdoligranulum","NA.99",""
"Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_Lachnospiraceae NC2004 group_NA.25","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae NC2004 group","NA.25",""
"Bacteria_Firmicutes_Negativicutes_Acidaminococcales_Acidaminococcaceae_Phascolarctobacterium_NA.141","Bacteria","Firmicutes","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium","NA.141",""
"Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotellaceae UCG-003_NA.117","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae UCG-003","NA.117",""
"Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Prevotellaceae_Alloprevotella_NA.474","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella","NA.474",""
"Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_NA_NA.336","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","NA","NA.336",""
"Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_[Eubacterium] oxidoreducens group_NA.36","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","[Eubacterium] oxidoreducens group","NA.36",""
"Bacteria_Firmicutes_Clostridia_Clostridia UCG-014_NA_NA_NA.647","Bacteria","Firmicutes","Clostridia","Clostridia UCG-014","NA","NA","NA.647",""
"Bacteria_Firmicutes_Clostridia_NA_NA_NA_NA.69","Bacteria","Firmicutes","Clostridia","NA","NA","NA","NA.69",""
"Bacteria_Firmicutes_Clostridia_Oscillospirales_Ruminococcaceae_Subdoligranulum_NA.100","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Subdoligranulum","NA.100",""
"Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_NA_NA.337","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","NA","NA.337",""
"Bacteria_Firmicutes_Clostridia_Clostridia UCG-014_NA_NA_NA.648","Bacteria","Firmicutes","Clostridia","Clostridia UCG-014","NA","NA","NA.648",""
"Bacteria_Firmicutes_Negativicutes_Acidaminococcales_Acidaminococcaceae_Phascolarctobacterium_NA.142","Bacteria","Firmicutes","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium","NA.142",""
"Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_NA.143","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","NA.143",""
"Bacteria_Firmicutes_Bacilli_Lactobacillales_NA_NA_NA.57","Bacteria","Firmicutes","Bacilli","Lactobacillales","NA","NA","NA.57",""
"Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_Lachnospiraceae NC2004 group_NA.26","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae NC2004 group","NA.26",""
"Bacteria_Firmicutes_Negativicutes_Acidaminococcales_Acidaminococcaceae_Phascolarctobacterium_NA.143","Bacteria","Firmicutes","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium","NA.143",""
"Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Muribaculaceae_NA_NA.420","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","NA","NA.420",""
"Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Prevotellaceae_Alloprevotella_NA.475","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella","NA.475",""
"Bacteria_Firmicutes_Negativicutes_Acidaminococcales_Acidaminococcaceae_Phascolarctobacterium_NA.144","Bacteria","Firmicutes","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium","NA.144",""
"Bacteria_Firmicutes_Clostridia_Eubacteriales_Anaerofustaceae_Anaerofustis_NA.13","Bacteria","Firmicutes","Clostridia","Eubacteriales","Anaerofustaceae","Anaerofustis","NA.13",""
"Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_NA_NA.13","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","NA","NA.13",""
"Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_NA_NA.14","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","NA","NA.14",""
"Bacteria_Firmicutes_Clostridia_NA_NA_NA_NA.70","Bacteria","Firmicutes","Clostridia","NA","NA","NA","NA.70",""
"Bacteria_Actinobacteriota_Coriobacteriia_Coriobacteriales_Coriobacteriaceae_Collinsella_NA.17","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella","NA.17",""
"Bacteria_Firmicutes_Negativicutes_Acidaminococcales_Acidaminococcaceae_Acidaminococcus_NA.17","Bacteria","Firmicutes","Negativicutes","Acidaminococcales","Acidaminococcaceae","Acidaminococcus","NA.17",""
"Bacteria_Firmicutes_Negativicutes_Acidaminococcales_Acidaminococcaceae_Acidaminococcus_NA.18","Bacteria","Firmicutes","Negativicutes","Acidaminococcales","Acidaminococcaceae","Acidaminococcus","NA.18",""
"Bacteria_Proteobacteria_Gammaproteobacteria_Burkholderiales_Sutterellaceae_Sutterella_NA.27","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Sutterella","NA.27",""
"Bacteria_NA_NA_NA_NA_NA_NA.27","Bacteria","NA","NA","NA","NA","NA","NA.27",""
"Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_NA_NA.338","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","NA","NA.338",""
"Bacteria_Firmicutes_Clostridia_Oscillospirales_Ruminococcaceae_Subdoligranulum_NA.101","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Subdoligranulum","NA.101",""
"Bacteria_Firmicutes_Clostridia_Lachnospirales_Defluviitaleaceae_Defluviitaleaceae UCG-011_NA.16","Bacteria","Firmicutes","Clostridia","Lachnospirales","Defluviitaleaceae","Defluviitaleaceae UCG-011","NA.16",""
"Bacteria_Spirochaetota_Spirochaetia_Spirochaetales_Spirochaetaceae_Treponema_NA.88","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Treponema","NA.88",""
"Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Prevotellaceae_Alloprevotella_NA.476","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella","NA.476",""
"Bacteria_Firmicutes_Clostridia_Oscillospirales_Oscillospiraceae_UCG-005_NA.238","Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","UCG-005","NA.238",""
"Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_NA.144","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","NA.144",""
"Bacteria_Firmicutes_Clostridia_Oscillospirales_Ruminococcaceae_Incertae Sedis_NA.32","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Incertae Sedis","NA.32",""
"Bacteria_Actinobacteriota_Coriobacteriia_Coriobacteriales_Coriobacteriaceae_Collinsella_NA.18","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella","NA.18",""
"Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Muribaculaceae_CAG-873_NA.2","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","CAG-873","NA.2",""
"Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_Lachnospiraceae NK3A20 group_NA.9","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae NK3A20 group","NA.9",""
"Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_Lachnospiraceae NC2004 group_NA.27","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae NC2004 group","NA.27",""
"Bacteria_Firmicutes_Clostridia_Oscillospirales_Butyricicoccaceae_UCG-008_NA.18","Bacteria","Firmicutes","Clostridia","Oscillospirales","Butyricicoccaceae","UCG-008","NA.18",""
"Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_Lachnospiraceae UCG-004_NA.18","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae UCG-004","NA.18",""
"Bacteria_Firmicutes_Clostridia_Oscillospirales_Ruminococcaceae_NA_NA.188","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","NA","NA.188",""
"Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Muribaculaceae_NA_NA.421","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","NA","NA.421",""
"Bacteria_Firmicutes_Clostridia_Christensenellales_Christensenellaceae_Christensenellaceae R-7 group_NA.259","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","Christensenellaceae R-7 group","NA.259",""
"Bacteria_Cyanobacteria_Vampirivibrionia_Gastranaerophilales_NA_NA_NA.126","Bacteria","Cyanobacteria","Vampirivibrionia","Gastranaerophilales","NA","NA","NA.126",""
"Bacteria_Firmicutes_Clostridia_Peptostreptococcales-Tissierellales_Guggenheimella_NA_NA.1","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Guggenheimella","NA","NA.1",""
"Bacteria_Firmicutes_Clostridia_Lachnospirales_Defluviitaleaceae_Defluviitaleaceae UCG-011_NA.17","Bacteria","Firmicutes","Clostridia","Lachnospirales","Defluviitaleaceae","Defluviitaleaceae UCG-011","NA.17",""
"Bacteria_Verrucomicrobiota_Kiritimatiellae_WCHB1-41_NA_NA_NA.78","Bacteria","Verrucomicrobiota","Kiritimatiellae","WCHB1-41","NA","NA","NA.78",""
"Bacteria_Firmicutes_Clostridia_Oscillospirales_Oscillospiraceae_UCG-005_NA.239","Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","UCG-005","NA.239",""
"Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_Lachnospiraceae NC2004 group_NA.28","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae NC2004 group","NA.28",""
"Bacteria_Firmicutes_Clostridia_Oscillospirales_Ruminococcaceae_NA_NA.189","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","NA","NA.189",""
"Bacteria_Firmicutes_Clostridia_Monoglobales_Monoglobaceae_Monoglobus_NA.235","Bacteria","Firmicutes","Clostridia","Monoglobales","Monoglobaceae","Monoglobus","NA.235",""
"Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_NA.218","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","NA.218",""
"Bacteria_Actinobacteriota_Coriobacteriia_Coriobacteriales_Eggerthellaceae_NA_NA.34","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","NA","NA.34",""
"Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotellaceae UCG-003_NA.118","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae UCG-003","NA.118",""
"Bacteria_Actinobacteriota_Coriobacteriia_Coriobacteriales_Eggerthellaceae_NA_NA.35","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","NA","NA.35",""
"Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Porphyromonadaceae_NA_NA.5","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Porphyromonadaceae","NA","NA.5",""
"Bacteria_Firmicutes_Clostridia_NA_NA_NA_NA.71","Bacteria","Firmicutes","Clostridia","NA","NA","NA","NA.71",""
"Bacteria_Firmicutes_Clostridia_Oscillospirales_Oscillospiraceae_NK4A214 group_NA.87","Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","NK4A214 group","NA.87",""
"Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_NA.448","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","NA.448",""
"Bacteria_Firmicutes_Clostridia_Christensenellales_Christensenellaceae_Christensenellaceae R-7 group_NA.260","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","Christensenellaceae R-7 group","NA.260",""
"Bacteria_Firmicutes_Clostridia_Oscillospirales_Butyricicoccaceae_UCG-008_NA.19","Bacteria","Firmicutes","Clostridia","Oscillospirales","Butyricicoccaceae","UCG-008","NA.19",""
"Bacteria_Firmicutes_Bacilli_Erysipelotrichales_Erysipelatoclostridiaceae_Erysipelotrichaceae UCG-003_NA.3","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelatoclostridiaceae","Erysipelotrichaceae UCG-003","NA.3",""
"Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_Blautia_NA.101","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","NA.101",""
"Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_NA.145","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","NA.145",""
"Bacteria_Firmicutes_Clostridia_Clostridia UCG-014_NA_NA_NA.649","Bacteria","Firmicutes","Clostridia","Clostridia UCG-014","NA","NA","NA.649",""
"Bacteria_Firmicutes_Clostridia_Oscillospirales_Ruminococcaceae_Ruminococcus_NA.226","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Ruminococcus","NA.226",""
"Bacteria_Cyanobacteria_Vampirivibrionia_Gastranaerophilales_NA_NA_NA.127","Bacteria","Cyanobacteria","Vampirivibrionia","Gastranaerophilales","NA","NA","NA.127",""
"Bacteria_Firmicutes_Negativicutes_Veillonellales-Selenomonadales_Selenomonadaceae_Propionispira_NA.2","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Selenomonadaceae","Propionispira","NA.2",""
"Bacteria_Firmicutes_Bacilli_Lactobacillales_NA_NA_NA.58","Bacteria","Firmicutes","Bacilli","Lactobacillales","NA","NA","NA.58",""
"Bacteria_Firmicutes_Negativicutes_Acidaminococcales_Acidaminococcaceae_Phascolarctobacterium_NA.145","Bacteria","Firmicutes","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium","NA.145",""
"Bacteria_Firmicutes_Clostridia_Oscillospirales_Ruminococcaceae_Caproiciproducens_NA.7","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Caproiciproducens","NA.7",""
"Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_NA_NA_NA.30","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","NA","NA","NA.30",""
"Bacteria_Firmicutes_Clostridia_Monoglobales_Monoglobaceae_Monoglobus_NA.236","Bacteria","Firmicutes","Clostridia","Monoglobales","Monoglobaceae","Monoglobus","NA.236",""
"Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Muribaculaceae_NA_NA.422","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","NA","NA.422",""
"Bacteria_Firmicutes_Bacilli_Lactobacillales_Leuconostocaceae_Weissella_NA.5","Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Weissella","NA.5",""
"Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Muribaculaceae_NA_NA.423","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","NA","NA.423",""
"Bacteria_Firmicutes_Clostridia_Oscillospirales_Oscillospiraceae_Oscillospira_NA.65","Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Oscillospira","NA.65",""
"Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotellaceae UCG-003_NA.119","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae UCG-003","NA.119",""
"Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_NA_NA_NA.41","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","NA","NA","NA.41",""
"Bacteria_Firmicutes_NA_NA_NA_NA_NA.27","Bacteria","Firmicutes","NA","NA","NA","NA","NA.27",""
"Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Prevotellaceae_Alloprevotella_NA.477","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella","NA.477",""
"Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotellaceae NK3B31 group_NA.435","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae NK3B31 group","NA.435",""
"Bacteria_Verrucomicrobiota_Kiritimatiellae_WCHB1-41_NA_NA_NA.79","Bacteria","Verrucomicrobiota","Kiritimatiellae","WCHB1-41","NA","NA","NA.79",""
"Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Prevotellaceae_Alloprevotella_NA.478","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella","NA.478",""
"Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Prevotellaceae_Alloprevotella_NA.479","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella","NA.479",""
"Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Rikenellaceae_dgA-11 gut group_NA.7","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","dgA-11 gut group","NA.7",""
"Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_NA_NA.339","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","NA","NA.339",""
"Bacteria_Firmicutes_Negativicutes_Acidaminococcales_Acidaminococcaceae_Phascolarctobacterium_NA.146","Bacteria","Firmicutes","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium","NA.146",""
"Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotellaceae NK3B31 group_NA.436","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae NK3B31 group","NA.436",""
"Bacteria_Bacteroidota_Bacteroidia_Cytophagales_Hymenobacteraceae_Hymenobacter_NA","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter","NA",""
"Bacteria_Actinobacteriota_Actinobacteria_Actinomycetales_Actinomycetaceae_Trueperella_NA.7","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales","Actinomycetaceae","Trueperella","NA.7",""
"Bacteria_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus_NA.61","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","NA.61",""
"Bacteria_Firmicutes_Negativicutes_Acidaminococcales_Acidaminococcaceae_Phascolarctobacterium_NA.147","Bacteria","Firmicutes","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium","NA.147",""
"Bacteria_Firmicutes_Bacilli_Erysipelotrichales_Erysipelotrichaceae_[Anaerorhabdus] furcosa group_NA.7","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","[Anaerorhabdus] furcosa group","NA.7",""
"Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_NA_NA_NA.31","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","NA","NA","NA.31",""
"Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_NA.219","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","NA.219",""
"Bacteria_Firmicutes_Clostridia_Oscillospirales_Ruminococcaceae_Ruminococcus_NA.227","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Ruminococcus","NA.227",""
"Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_NA.449","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","NA.449",""
"Bacteria_Firmicutes_Clostridia_Clostridia UCG-014_NA_NA_NA.650","Bacteria","Firmicutes","Clostridia","Clostridia UCG-014","NA","NA","NA.650",""
"Bacteria_Firmicutes_Clostridia_Oscillospirales_Butyricicoccaceae_NA_NA.16","Bacteria","Firmicutes","Clostridia","Oscillospirales","Butyricicoccaceae","NA","NA.16",""
"Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_NA.220","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","NA.220",""
"Bacteria_Firmicutes_Clostridia_Peptostreptococcales-Tissierellales_Peptostreptococcaceae_Terrisporobacter_NA.7","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Terrisporobacter","NA.7",""
